"","National.Provider.Indentification","Plan.Name","Standardized.Add.1","Standardized.City","Standardized.State","Standardized.County.Name","Standardized.ZIP","License.Number","Medicaid.Provider.Identification.No","Provider.Primary.Specialty","Phone.Number"
"362",1013026335,"HealthNow of New York, Inc: Medicaid","214 CENTRAL AVE","SILVER CREEK","NY","Chautauqua",14136,NA,1014786,"DURABLE MEDICAL EQUIPMENT",9343980
"363",1013026335,"HealthNow of New York, Inc","214 CENTRAL AVE","SILVER CREEK","NY","Chautauqua",14136,"99999999",1014786,"DURABLE MEDICAL EQUIPMENT",9343980
"364",1013026335,"Excellus Health Plan, Inc./Univera Healthcare","214 CENTRAL AVE","SILVER CREEK","NY","Chautauqua",14136,NA,1014786,"PHARMACY",9343980
"365",1013026335,"Excellus Health Plan, Inc.","214 CENTRAL AVE","SILVER CREEK","NY","Chautauqua",14136,NA,1014786,"PHARMACY",9343980
"366",1013026335,"MVP Health Plan, Inc.","214 CENTRAL AVE","SILVER CREEK","NY","Chautauqua",14136,"00019399",1014786,"PHARMACY",9343980
"369",1013026335,"HealthNow of New York, Inc","214 CENTRAL AVE","SILVER CREEK","NY","Chautauqua",14136,NA,1014786,"PHARMACY",9343980
"378",1013026541,"HealthNow of New York, Inc: Medicaid","452 MAIN ST","BUFFALO","NY","Erie",14202,NA,488440,"DURABLE MEDICAL EQUIPMENT",8543387
"379",1013026541,"HealthNow of New York, Inc","452 MAIN ST","BUFFALO","NY","Erie",14202,"99999999",488440,"DURABLE MEDICAL EQUIPMENT",8543387
"380",1013026541,"Excellus Health Plan, Inc./Univera Healthcare","452 MAIN ST","BUFFALO","NY","Erie",14202,NA,488440,"PHARMACY",8543387
"381",1013026541,"HealthNow of New York, Inc","452 MAIN ST","BUFFALO","NY","Erie",14202,NA,488440,"PHARMACY",8543387
"384",1013026541,"MVP Health Plan, Inc.","452 MAIN ST","BUFFALO","NY","Erie",14202,"00012475",488440,"PHARMACY",8543387
"386",1013026541,"Excellus Health Plan, Inc.","452 MAIN ST","BUFFALO","NY","Erie",14202,NA,488440,"PHARMACY",8543387
"394",1013045848,"Excellus Health Plan, Inc.","3232 ERIE BLVD E","SYRACUSE","NY","Onondaga",13214,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4720707
"395",1013045848,"HealthNow of New York, Inc","3232 ERIE BLVD E","SYRACUSE","NY","Onondaga",13214,"99999999",99999999,"DURABLE MEDICAL EQUIPMENT",4720707
"396",1013045848,"Excellus Health Plan, Inc./Univera Healthcare","3232 ERIE BLVD E","SYRACUSE","NY","Onondaga",13214,NA,99999999,"DURABLE MEDICAL EQUIPMENT",4720707
"400",1013079623,"MVP Health Plan, Inc.","3111 WINTON RD S","ROCHESTER","NY","Monroe",14623,"0811L002",0,"HOME CARE - HOME HEALTH AIDE",2141200
"401",1013079623,"HealthNow of New York, Inc: Medicaid","3111 WINTON RD S","ROCHESTER","NY","Monroe",14623,NA,99999999,"OTHER",2141200
"402",1013085349,"HealthNow of New York, Inc","215 COUNTRY HIGHWAY 28","GLOVERSVILLE","NY","Fulton",12078,"99999999",99999999,"HOSP DME/ORTHOTIC/PROSTH APPLNC VENDOR",8424894
"403",1013085349,"MVP Health Plan, Inc.","215 COUNTY HIGHWAY 128","GLOVERSVILLE","NY","Fulton",12078,"99999999",0,"HOSP DME/ORTHOTIC/PROSTH APPLNC VENDOR",3746011
"405",1013085349,"HealthNow of New York, Inc","340 S KINGSBORO AVE","GLOVERSVILLE","NY","Fulton",12078,"99999999",99999999,"HOSP DME/ORTHOTIC/PROSTH APPLNC VENDOR",7749824
"406",1013085349,"MVP Health Plan, Inc.","5010 STATE HIGHWAY 30","AMSTERDAM","NY","Montgomery",12010,"99999999",0,"HOSP DME/ORTHOTIC/PROSTH APPLNC VENDOR",3746011
"408",1013085349,"MVP Health Plan, Inc.","8 CHURCH ST","LAKE PLACID","NY","Essex",12946,"99999999",0,"HOSP DME/ORTHOTIC/PROSTH APPLNC VENDOR",3746011
"410",1013085349,"HealthNow of New York, Inc","8 CHURCH ST","LAKE PLACID","NY","Essex",12946,"99999999",99999999,"HOSP DME/ORTHOTIC/PROSTH APPLNC VENDOR",7936441
"411",1013091347,"Excellus Health Plan, Inc./Univera Healthcare","288 GENESEE ST","UTICA","NY","Oneida",13502,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",7381754
"412",1013091347,"Excellus Health Plan, Inc.","288 GENESEE ST","UTICA","NY","Oneida",13502,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",7381754
"415",1013130012,"Excellus Health Plan, Inc.","1839 E RIDGE RD","ROCHESTER","NY","Monroe",14622,NA,2299058,"PRIVATE PSYCH & ASA INPATIENT",4672230
"416",1013130012,"Excellus Health Plan, Inc./Univera Healthcare","1839 E RIDGE RD","ROCHESTER","NY","Monroe",14622,NA,2299058,"PRIVATE PSYCH & ASA INPATIENT",4672230
"418",1013130012,"MVP Health Plan, Inc.","1839 E RIDGE RD","ROCHESTER","NY","Monroe",14622,"18031126",99999999,"PRIVATE PSYCH & ASA INPATIENT",6975648
"421",1013130012,"MVP Health Plan, Inc.","1939 E RIDGE RD","ROCHESTER","NY","Monroe",14622,"18031126",2299058,"ASA GENERAL OUTPATIENT",4672230
"422",1013142132,"HealthNow of New York, Inc","3181 CHILI AVE","ROCHESTER","NY","Monroe",14624,NA,3186812,"PHARMACY",5713980
"423",1013142132,"Excellus Health Plan, Inc.","3181 CHILI AVE","ROCHESTER","NY","Monroe",14624,NA,3186812,"PHARMACY",5713980
"424",1013142132,"Excellus Health Plan, Inc./Univera Healthcare","3181 CHILI AVE","ROCHESTER","NY","Monroe",14624,NA,3186812,"PHARMACY",5713980
"428",1013142132,"MVP Health Plan, Inc.","3181 CHILI AVE","ROCHESTER","NY","Monroe",14624,"00034271",3186812,"PHARMACY",5713980
"433",1013142132,"HealthNow of New York, Inc: Medicaid","3181 CHILI AVE","ROCHESTER","NY","Monroe",14624,NA,3186812,"PHARMACY",5713980
"438",1013203488,"HealthNow of New York, Inc","624 RIVER RD","NORTH TONAWANDA","NY","Niagara",14120,NA,3463238,"PHARMACY",2601918
"439",1013203488,"Excellus Health Plan, Inc.","624 RIVER RD","NORTH TONAWANDA","NY","Niagara",14120,NA,3463238,"PHARMACY",2601918
"442",1013203488,"HealthNow of New York, Inc: Medicaid","624 RIVER RD","NORTH TONAWANDA","NY","Niagara",14120,NA,3463238,"PHARMACY",2601918
"443",1013203488,"Excellus Health Plan, Inc./Univera Healthcare","624 RIVER RD","NORTH TONAWANDA","NY","Niagara",14120,NA,3463238,"PHARMACY",2601918
"452",1013203488,"MVP Health Plan, Inc.","624 RIVER RD","NORTH TONAWANDA","NY","Niagara",14120,"00030824",3463238,"PHARMACY",2601918
"453",1013253723,"HealthNow of New York, Inc: Medicaid","1542 MAPLE RD","BUFFALO","NY","Erie",14221,NA,1984981,"HEMODIALYSIS",6363300
"454",1013253723,"HealthNow of New York, Inc","1542 MAPLE RD","BUFFALO","NY","Erie",14221,"99999999",1984981,"HEMODIALYSIS",6363300
"455",1013263052,"HealthNow of New York, Inc: Medicaid","45 SPINDRIFT DR","BUFFALO","NY","Erie",14221,NA,3493785,"PHARMACY",2763267
"456",1013263052,"MVP Health Plan, Inc.","45 SPINDRIFT DR","BUFFALO","NY","Erie",14221,"02406283",3493785,"PHARMACY",5650355
"457",1013280759,"HealthNow of New York, Inc","2850 GRAND ISLAND BLVD","GRAND ISLAND","NY","Erie",14072,"1464302N",1148136,"INSTITUTIONAL LTC",7735900
"458",1013280759,"HealthNow of New York, Inc","2850 GRAND ISLAND BLVD","GRAND ISLAND","NY","Erie",14072,"1464302N",1148136,"NURSING HOME CARE SHORT TERM REHAB",7735900
"459",1013280759,"HealthNow of New York, Inc: Medicaid","2850 GRAND ISLAND BLVD","GRAND ISLAND","NY","Erie",14072,"1464302N",1148136,"NURSING HOME CARE SHORT TERM REHAB",7735900
"460",1013292002,"MVP Health Plan, Inc.","102 RACE TRACK RD","TICONDEROGA","NY","Essex",12883,"5660200R",99999999,"PRIVATE PSYCH & ASA INPATIENT",5856708
"462",1013292002,"MVP Health Plan, Inc.","102 RACE TRACK RD","TICONDEROGA","NY","Essex",12883,"5660200R",99999999,"COMPREHENSIVE SPECIALTY CLINIC SERVICES",5856708
"463",1013903657,"Excellus Health Plan, Inc./Univera Healthcare","147 REIST ST","BUFFALO","NY","Erie",14221,"1404000N",99999999,"RADIOLOGY",8747415
"465",1013903657,"Excellus Health Plan, Inc./Univera Healthcare","1503 MILITARY RD","BUFFALO","NY","Erie",14217,"1404000N",99999999,"RADIOLOGY",4476600
"467",1013903657,"HealthNow of New York, Inc","1503 MILITARY RD","BUFFALO","NY","Erie",14217,"1404000N",1080735,"INSTITUTIONAL LTC",4476600
"468",1013903657,"HealthNow of New York, Inc: Medicaid","1503 MILITARY RD","BUFFALO","NY","Erie",14217,"1404000N",475287,"NURSING HOME CARE SHORT TERM REHAB",4476600
"469",1013903657,"HealthNow of New York, Inc","1503 MILITARY RD","BUFFALO","NY","Erie",14217,"1404000N",1080735,"NURSING HOME CARE SHORT TERM REHAB",4476600
"470",1013903657,"Excellus Health Plan, Inc./Univera Healthcare","2950 ELMWOOD AVE","BUFFALO","NY","Erie",14217,"1404000N",99999999,"RADIOLOGY",8747415
"472",1013903657,"Excellus Health Plan, Inc./Univera Healthcare","34 BRENTWOOD DR","BUFFALO","NY","Erie",14227,"1404000N",99999999,"RADIOLOGY",8747415
"474",1013904283,"HealthNow of New York, Inc","2699 WEHRLE DR","BUFFALO","NY","Erie",14221,"1406301N",1323793,"INSTITUTIONAL LTC",6323700
"475",1013904283,"HealthNow of New York, Inc","2699 WEHRLE DR","BUFFALO","NY","Erie",14221,"1406301N",1323793,"NURSING HOME CARE SHORT TERM REHAB",6323700
"476",1013904283,"HealthNow of New York, Inc: Medicaid","2699 WEHRLE DR","BUFFALO","NY","Erie",14221,"1406301N",1323793,"NURSING HOME CARE SHORT TERM REHAB",6323700
"477",1013921675,"MVP Health Plan, Inc.","3111 WINTON RD S","ROCHESTER","NY","Monroe",14623,"2701501F",0,"HOSPICE CARE",2141000
"478",1013921675,"Excellus Health Plan, Inc.","3111 WINTON RD S","ROCHESTER","NY","Monroe",14623,"2701501F",487141,"HOSPICE CARE",2141000
"479",1013921675,"Excellus Health Plan, Inc./Univera Healthcare","3111 WINTON RD S","ROCHESTER","NY","Monroe",14623,"2701501F",487141,"HOSPICE CARE",2141000
"482",1013926526,"Excellus Health Plan, Inc.","4600 SOUTHWOOD HEIGHTS DR","JAMESVILLE","NY","Onondaga",13078,"3353300N",1370305,"INSTITUTIONAL LTC",4691300
"483",1013926526,"Excellus Health Plan, Inc./Univera Healthcare","4600 SOUTHWOOD HEIGHTS DR","JAMESVILLE","NY","Onondaga",13078,"3353300N",1370305,"INSTITUTIONAL LTC",4691300
"486",1013935063,"HealthNow of New York, Inc","756 PRE EMPTION RD","GENEVA","NY","Ontario",14456,"99999999",1195362,"NON INSTITUTIONAL LTC",7899821
"487",1013935063,"MVP Health Plan, Inc.","756 PRE EMPTION RD","GENEVA","NY","Ontario",14456,"03402601",0,"NON INSTITUTIONAL LTC",7899821
"488",1013935881,"Excellus Health Plan, Inc./Univera Healthcare","1400 COUNTY ROUTE 64","HORSEHEADS","NY","Chemung",14845,NA,1425841,"PHARMACY",7392087
"491",1013935881,"HealthNow of New York, Inc","1400 COUNTY ROUTE 64","HORSEHEADS","NY","Chemung",14845,NA,1425841,"PHARMACY",7392087
"493",1013935881,"Excellus Health Plan, Inc.","1400 COUNTY ROUTE 64","HORSEHEADS","NY","Chemung",14845,NA,1425841,"PHARMACY",7392087
"500",1013935881,"MVP Health Plan, Inc.","1400 COUNTY ROUTE 64","HORSEHEADS","NY","Chemung",14845,"00023359",1425841,"PHARMACY",7392087
"503",1013982727,"Excellus Health Plan, Inc./Univera Healthcare","1900 RIDGE RD","BUFFALO","NY","Erie",14224,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",6745966
"505",1013982727,"Excellus Health Plan, Inc./Univera Healthcare","227 HIGHLAND PKWY","BUFFALO","NY","Erie",14223,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",8734545
"507",1013982727,"Excellus Health Plan, Inc./Univera Healthcare","3095 HARLEM RD","BUFFALO","NY","Erie",14225,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",8968831
"509",1013982727,"Excellus Health Plan, Inc./Univera Healthcare","696 S OGDEN ST","BUFFALO","NY","Erie",14206,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",8252500
"511",1013982727,"Excellus Health Plan, Inc./Univera Healthcare","7960 TRANSIT RD","BUFFALO","NY","Erie",14221,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",6339736
"513",1013984723,"Excellus Health Plan, Inc./Univera Healthcare","5700 W GENESEE ST","CAMILLUS","NY","Onondaga",13031,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",4881601
"515",1013984723,"Excellus Health Plan, Inc.","5700 W GENESEE ST","CAMILLUS","NY","Onondaga",13031,NA,99999999,"OPTICIAN/CONTACT LENS PRIVILGE",4881601
"517",1013985399,"Excellus Health Plan, Inc.","411 CANISTEO ST","HORNELL","NY","Steuben",14843,"5002001H",363162,"GENERAL HOSPITAL (ARTICLE 28)",3248000
"518",1013985399,"HealthNow of New York, Inc: Medicaid","411 CANISTEO ST","HORNELL","NY","Steuben",14843,"5002001H",363162,"GENERAL HOSPITAL (ARTICLE 28)",3248000
"519",1013985399,"MVP Health Plan, Inc.","411 CANISTEO ST","HORNELL","NY","Steuben",14843,"5002001H",0,"GENERAL HOSPITAL (ARTICLE 28)",3248000
"520",1013985399,"HealthNow of New York, Inc","411 CANISTEO ST","HORNELL","NY","Steuben",14843,"5002001H",363162,"GENERAL HOSPITAL (ARTICLE 28)",3248000
"522",1013985399,"Excellus Health Plan, Inc./Univera Healthcare","411 CANISTEO ST","HORNELL","NY","Steuben",14843,"06425020",363162,"PRIVATE PSYCH & ASA INPATIENT",3243900
"524",1013985399,"Excellus Health Plan, Inc.","411 CANISTEO ST","HORNELL","NY","Steuben",14843,"06425020",363162,"PRIVATE PSYCH & ASA INPATIENT",3243900
"526",1013985399,"MVP Health Plan, Inc.","411 CANISTEO ST","HORNELL","NY","Steuben",14843,"5002001H",0,NA,3248000
"527",1013985399,"Excellus Health Plan, Inc.","411 CANISTEO ST","HORNELL","NY","Steuben",14843,"5002001H",363162,"LABORATORY",3248000
"529",1013989292,"Excellus Health Plan, Inc.","4384 LAKEVILLE RD","GENESEO","NY","Livingston",14454,NA,1529148,"OPTICIAN/CONTACT LENS PRIVILGE",2432020
"530",1013989292,"Excellus Health Plan, Inc./Univera Healthcare","4384 LAKEVILLE RD","GENESEO","NY","Livingston",14454,NA,1529148,"OPTICIAN/CONTACT LENS PRIVILGE",2432020
"533",1013997717,"Excellus Health Plan, Inc./Univera Healthcare","749 PRE EMPTION RD","GENEVA","NY","Ontario",14456,NA,451827,"OPTICIAN/CONTACT LENS PRIVILGE",7898122
"535",1013997717,"Excellus Health Plan, Inc.","749 PRE EMPTION RD","GENEVA","NY","Ontario",14456,NA,451827,"OPTICIAN/CONTACT LENS PRIVILGE",7898122
"537",1023039088,"MVP Health Plan, Inc.","151 ELMVIEW AVE","HAMBURG","NY","Erie",14075,"00027326",2619510,"PHARMACY",6483040
"538",1023039088,"HealthNow of New York, Inc: Medicaid","151 ELMVIEW AVE","HAMBURG","NY","Erie",14075,NA,2619510,"PHARMACY",6469242
"539",1023039088,"Excellus Health Plan, Inc.","151 ELMVIEW AVE","HAMBURG","NY","Erie",14075,NA,2619510,"PHARMACY",6469242
"540",1023039088,"Excellus Health Plan, Inc./Univera Healthcare","151 ELMVIEW AVE","HAMBURG","NY","Erie",14075,NA,2619510,"PHARMACY",6469242
"550",1023039088,"HealthNow of New York, Inc","151 ELMVIEW AVE","HAMBURG","NY","Erie",14075,NA,2619510,"PHARMACY",6469242
"552",1023040235,"HealthNow of New York, Inc","UNITED HEALTH SERVICES HOSPITALS INC 10","BINGHAMTON","NY","Broome",13903,"0303001H",307671,"HEMODIALYSIS",7622200
"553",1023040235,"HealthNow of New York, Inc","UNITED HEALTH SERVICES HOSPITALS INC 33","JOHNSON CITY","NY","Broome",13790,"0303001H",614755,"HEMODIALYSIS",7636000
"554",1023054376,"HealthNow of New York, Inc: Medicaid","141 MAIN ST","DANSVILLE","NY","Livingston",14437,"88888888",689689,"ALCOHOLISM/SUBSTANCE ABUSE INPATIENT",3355052
"555",1023054376,"MVP Health Plan, Inc.","141 MAIN ST","DANSVILLE","NY","Livingston",14437,"16081084",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",3355052
"556",1023054376,"MVP Health Plan, Inc.","141 MAIN ST","DANSVILLE","NY","Livingston",14437,"19121084",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",3355052
"557",1023054376,"HealthNow of New York, Inc","141 MAIN ST","DANSVILLE","NY","Livingston",14437,"88888888",689689,"OMH PSYCH CTR/OASAS ASA INPATIENT",3355052
"558",1023054376,"HealthNow of New York, Inc: Medicaid","150 LAKE ST","ELMIRA","NY","Chemung",14901,"88888888",689689,"ALCOHOLISM/SUBSTANCE ABUSE INPATIENT",7375215
"559",1023054376,"MVP Health Plan, Inc.","150 LAKE ST","ELMIRA","NY","Chemung",14901,"16081084",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",7375215
"560",1023054376,"HealthNow of New York, Inc","150 LAKE ST","ELMIRA","NY","Chemung",14901,"10051169",689689,"OMH PSYCH CTR/OASAS ASA INPATIENT",7375215
"561",1023054376,"MVP Health Plan, Inc.","150 LAKE ST","ELMIRA","NY","Chemung",14901,"19121084",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",7375215
"562",1023054376,"HealthNow of New York, Inc: Medicaid","4612 MILLENNIUM DR","GENESEO","NY","Livingston",14454,"88888888",689689,"ALCOHOLISM/SUBSTANCE ABUSE INPATIENT",9915012
"563",1023054376,"HealthNow of New York, Inc","4612 MILLENNIUM DR","GENESEO","NY","Livingston",14454,"88888888",689689,"OMH PSYCH CTR/OASAS ASA INPATIENT",9915012
"564",1023054376,"MVP Health Plan, Inc.","4612 MILLENNIUM DR","GENESEO","NY","Livingston",14454,"19121084",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",9915012
"565",1023054376,"MVP Health Plan, Inc.","4612 MILLENNIUM DR","GENESEO","NY","Livingston",14454,"16081084",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",9915012
"566",1023054376,"MVP Health Plan, Inc.","4612 MILLENNIUM DR","GENESEO","NY","Livingston",14454,"16081084",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",9915012
"568",1023111861,"Excellus Health Plan, Inc./Univera Healthcare","215 DELAWARE ST","WALTON","NY","Delaware",13856,NA,827330,"PHARMACY",8657147
"569",1023111861,"Excellus Health Plan, Inc.","215 DELAWARE ST","WALTON","NY","Delaware",13856,NA,827330,"PHARMACY",8657147
"570",1023111861,"HealthNow of New York, Inc","215 DELAWARE ST","WALTON","NY","Delaware",13856,NA,827330,"PHARMACY",8657147
"577",1023111861,"MVP Health Plan, Inc.","215 DELAWARE ST","WALTON","NY","Delaware",13856,"00020525",827330,"PHARMACY",8657147
"582",1023117280,"Excellus Health Plan, Inc./Univera Healthcare","232 EASTVIEW MALL","VICTOR","NY","Ontario",14564,NA,446759,"PHARMACY",4251486
"583",1023117280,"Excellus Health Plan, Inc.","232 EASTVIEW MALL","VICTOR","NY","Ontario",14564,NA,446759,"PHARMACY",4251486
"594",1023126406,"MVP Health Plan, Inc.","705 STATE HIGHWAY 28","ONEONTA","NY","Otsego",13820,"00022309",1524125,"PHARMACY",4320681
"595",1023126406,"Excellus Health Plan, Inc./Univera Healthcare","705 STATE HIGHWAY 8","ONEONTA","NY","Delaware",13820,NA,1524125,"PHARMACY",4320681
"596",1023126406,"HealthNow of New York, Inc","705 STATE HIGHWAY 8","ONEONTA","NY","Delaware",13820,NA,1524125,"PHARMACY",4320681
"597",1023126406,"Excellus Health Plan, Inc.","705 STATE HIGHWAY 8","ONEONTA","NY","Delaware",13820,NA,1524125,"PHARMACY",4320681
"608",1023127347,"HealthNow of New York, Inc: Medicaid","3071 3085 S PARK AVE","BUFFALO","NY","Erie",14218,NA,927000,"DURABLE MEDICAL EQUIPMENT",8246263
"609",1023127347,"HealthNow of New York, Inc","3071 3085 SOUTH PARK AVE","BUFFALO","NY","Erie",14218,"99999999",88888888,"DURABLE MEDICAL EQUIPMENT",8246263
"610",1023127347,"Excellus Health Plan, Inc./Univera Healthcare","3071 S PARK AVE","BUFFALO","NY","Erie",14218,NA,927000,"PHARMACY",8246263
"611",1023127347,"MVP Health Plan, Inc.","3071 S PARK AVE","BUFFALO","NY","Erie",14218,"00018913",927000,"PHARMACY",8246263
"615",1023127347,"Excellus Health Plan, Inc.","3071 S PARK AVE","BUFFALO","NY","Erie",14218,NA,927000,"PHARMACY",8246263
"623",1023127347,"HealthNow of New York, Inc","3071 S PARK AVE","BUFFALO","NY","Erie",14218,NA,927000,"PHARMACY",8246263
"624",1023133170,"HealthNow of New York, Inc","7 MAIN ST","CANISTEO","NY","Steuben",14823,NA,1701968,"PHARMACY",6984641
"625",1023133170,"Excellus Health Plan, Inc.","7 MAIN ST","CANISTEO","NY","Steuben",14823,NA,1701968,"PHARMACY",6984641
"626",1023133170,"Excellus Health Plan, Inc./Univera Healthcare","7 MAIN ST","CANISTEO","NY","Steuben",14823,NA,1701968,"PHARMACY",6984641
"632",1023133170,"MVP Health Plan, Inc.","7 MAIN ST","CANISTEO","NY","Steuben",14823,"00023137",1701968,"PHARMACY",6984641
"637",1023133170,"HealthNow of New York, Inc: Medicaid","7 MAIN ST","CANISTEO","NY","Steuben",14823,NA,1701968,"PHARMACY",6984641
"640",1023162948,"MVP Health Plan, Inc.","1 LIBERTY ST","ARCADE","NY","Wyoming",14009,"7531103A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7860190
"641",1023162948,"MVP Health Plan, Inc.","1 LIBERTY ST","ARCADE","NY","Wyoming",14009,"7531101A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7860190
"642",1023162948,"MVP Health Plan, Inc.","153 W BUFFALO ST","WARSAW","NY","Wyoming",14569,"7531101A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7860190
"644",1023162948,"MVP Health Plan, Inc.","33 WATKINS AVE","PERRY","NY","Wyoming",14530,"7531103A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7860190
"645",1023162948,"MVP Health Plan, Inc.","33 WATKINS AVE","PERRY","NY","Wyoming",14530,"7531101A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7860190
"646",1023162948,"MVP Health Plan, Inc.","3338 E MAIN STREET RD","ATTICA","NY","Wyoming",14011,"7531101A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7860190
"648",1023162948,"MVP Health Plan, Inc.","39 DUNCAN ST","WARSAW","NY","Wyoming",14569,"7531101A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7860190
"649",1023162948,"MVP Health Plan, Inc.","39 DUNCAN ST","WARSAW","NY","Wyoming",14569,"7531103A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",7860190
"650",1023162948,"MVP Health Plan, Inc.","40 N MAIN ST","CUBA","NY","Cattaraugus",14727,"7531101A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",5936300
"652",1023162948,"MVP Health Plan, Inc.","4220 BOLIVAR RD","WELLSVILLE","NY","Allegany",14895,"7531101A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",5936300
"654",1023162948,"MVP Health Plan, Inc.","5550 SCHOOL RD","GAINESVILLE","NY","Wyoming",14066,"7531103A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",4932592
"655",1023162948,"MVP Health Plan, Inc.","5550 SCHOOL RD","GAINESVILLE","NY","Wyoming",14066,"7531101A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",4932592
"657",1023172467,"HealthNow of New York, Inc: Medicaid","322 PARK AVE","DUNKIRK","NY","Chautauqua",14048,NA,597728,"DURABLE MEDICAL EQUIPMENT",3667150
"658",1023172467,"HealthNow of New York, Inc","322 PARK AVE","DUNKIRK","NY","Chautauqua",14048,"99999999",99999999,"DURABLE MEDICAL EQUIPMENT",3667150
"662",1023229192,"MVP Health Plan, Inc.","650 RIDGE RD","BUFFALO","NY","Erie",14218,"7577120A",99999999,"MH OUTPATIENT (NON-RESIDENTIAL)",8289651
"664",1023229192,"MVP Health Plan, Inc.","97 W DELAVAN AVE","BUFFALO","NY","Erie",14213,"7577120A",99999999,"OMH PSYCH CTR/OASAS ASA INPATIENT",8289651
